start	end	text
0	3440	Hi everyone. Today we are continuing our implementation of MakeMore.
4080	7440	Now in the last lecture we implemented the multilayer perceptron along the lines of
7440	12080	Bengio et al. 2003 for character level language modeling. So we followed this paper,
12080	16240	took in a few characters in the past, and used an MLP to predict the next character in a sequence.
17120	21360	So what we'd like to do now is we'd like to move on to more complex and larger neural networks,
21360	25360	like recurrent neural networks and their variations like the GRU, LSTM, and so on.
25360	30400	Now before we do that though, we have to stick around the level of multilayer perceptron for a
30400	34480	bit longer. And I'd like to do this because I would like us to have a very good intuitive
34480	39440	understanding of the activations in the neural net during training, and especially the gradients
39440	44240	that are flowing backwards, and how they behave, and what they look like. This is going to be very
44240	47360	important to understand the history of the development of these architectures,
47920	51840	because we'll see that recurrent neural networks, while they are very expressive
51840	55280	in that they are a universal approximator and can in principle implement
55280	55360	a very complex neural network, they are very expressive in that they are a universal approximator,
55760	61120	all the algorithms, we'll see that they are not very easily optimisable with the first order of
61120	65360	gradient based techniques that we have available to us and that we use all the time. And the key
65360	70560	to understanding why they are not optimisable easily is to understand the activations and the
70560	74720	gradients and how they behave during training. And we'll see that a lot of the variants since
74720	80800	recurrent neural networks have tried to improve that situation. And so that's the path that we
80800	84400	have to take, and let's get started. So the starting code for this lecture is
84400	89040	largely the code from before, but I've cleaned it up a little bit. So you'll see that we are
89040	95360	importing all the Torch and Mathplotlib utilities. We're reading in the words just like before.
95360	100240	These are eight example words. There's a total of 32,000 of them. Here's a vocabulary of all
100240	107600	the lowercase letters and the special dot token. Here we are reading the dataset and processing it
107600	114320	and creating three splits, the train, dev, and the test split. Now in the MLP,
114320	118960	this is the identical same MLP, except you see that I removed a bunch of magic numbers that we
118960	123680	had here. And instead we have the dimensionality of the embedding space of the characters and the
123680	128320	number of hidden units in the hidden layer. And so I've pulled them outside here so that we don't
128320	132640	have to go in and change all these magic numbers all the time. We have the same neural net with
132640	138480	11,000 parameters that we optimize now over 200,000 steps with a batch size of 32. And you'll
138480	143760	see that I've refactored the code here a little bit, but there are no functional changes. I just
144320	150240	have a few extra variables, a few more comments, and I removed all the magic numbers. And otherwise
150240	155360	it's the exact same thing. Then when we optimize, we saw that our loss looked something like this.
156160	164480	We saw that the train and val loss were about 2.16 and so on. Here I refactored the code a little bit
164480	169360	for the evaluation of arbitrary splits. So you pass in a string of which split you'd like to
169360	174160	evaluate. And then here, depending on train, val, or test, I index in,
174160	177840	get the correct split. And then this is the forward pass of the network and evaluation
177840	184400	of the loss and printing it. So just making it nicer. One thing that you'll notice here is
185200	191280	I'm using a decorator torch.nograd, which you can also look up and read documentation of.
191280	196560	Basically what this decorator does on top of a function is that whatever happens in this function
197600	203840	is assumed by torch to never require any gradients. So it will not do any of the bookkeeping,
204160	208720	that it does to keep track of all the gradients in anticipation of an eventual backward pass.
209440	213040	It's almost as if all the tensors that get created here have a requires grad
213040	217360	of false. And so it just makes everything much more efficient because you're telling torch that
217360	221440	I will not call dot backward on any of this computation, and you don't need to maintain
221440	227760	the graph under the hood. So that's what this does. And you can also use a context manager
228400	234080	with torch.nograd, and you can look those up. Then here we have the sampling from
234160	239440	a model just as before, just before passive and neural net, getting the distribution,
239440	244160	sampling from it, adjusting the context window, and repeating until we get the special end token.
244720	249680	And we see that we are starting to get much nicer looking words sampled from the model.
249680	252640	It's still not amazing, and they're still not fully name-like,
253200	259040	but it's much better than what we had to with the bigram model. So that's our starting point.
259040	263920	Now, the first thing I would like to scrutinize is the initialization. I can tell that our
264160	268240	work is very improperly configured at initialization, and there's multiple
268240	272720	things wrong with it, but let's just start with the first one. Look here on the zeroth iteration,
272720	278880	the very first iteration, we are recording a loss of 27, and this rapidly comes down to roughly one
278880	283360	or two or so. So I can tell that the initialization is all messed up because this is way too high.
284240	288320	In training of neural nets, it is almost always the case that you will have a rough idea for what
288320	293760	loss to expect at initialization, and that just depends on the loss function and the problem setup.
294640	299440	In this case, I do not expect 27. I expect a much lower number, and we can calculate it together.
300560	307120	Basically, at initialization, what we'd like is that there's 27 characters that could come next
307120	311840	for any one training example. At initialization, we have no reason to believe any characters to be
311840	316640	much more likely than others. And so we'd expect that the probability distribution that comes out
316640	322160	initially is a uniform distribution assigning about equal probability to all the 27 characters.
323360	324080	So, basically, we're going to start with the initialization. We're going to start with the
324080	328560	initialization. Basically, what we'd like is the probability for any character would be roughly
328560	335440	1 over 27. That is the probability we should record, and then the loss is the negative log
335440	342160	probability. So let's wrap this in a tensor, and then we can take the log of it. And then
342160	349040	the negative log probability is the loss we would expect, which is 3.29, much, much lower than 27.
349680	353680	And so what's happening right now is that at initialization, the neural net is creating
353680	357920	probability distributions that are all messed up. Some characters are very confident,
357920	362000	and some characters are very not confident. And then, basically, what's happening is that
362000	370480	the network is very confidently wrong, and that's what makes it record very high loss.
370480	374320	So here's a smaller four-dimensional example of the issue. Let's say we only have
374320	378480	four characters, and then we have logits that come out of the neural net,
378480	383200	and they are very, very close to 0. Then when we take the softmax of all 0s,
383680	389600	we get probabilities there are a diffuse distribution so sums to one and is exactly
389600	395840	uniform and then in this case if the label is say two it doesn't actually matter if this if the
395840	400720	label is two or three or one or zero because it's a uniform distribution we're recording the exact
400720	405520	same loss in this case 1.38 so this is the loss we would expect for a four-dimensional example
406160	410960	and i can see of course that as we start to manipulate these logits we're going to be
410960	416640	changing the loss here so it could be that we lock out and by chance this could be a very high
416640	420960	number like you know five or something like that then in that case we'll record a very low loss
420960	425760	because we're assigning the correct probability at initialization by chance to the correct label
426640	434640	much more likely it is that some other dimension will have a high logit and then what will happen
434640	439360	is we start to record much higher loss and what can come what can happen is basically the logits
439360	440960	come out like something like this
441680	446000	you know and they take on extreme values and we record really high loss
448400	455680	for example if we have torch.random of four so these are uniform so these are normally distributed
456800	465280	numbers four of them and here we can also print the logits probabilities that come out of it
465280	470800	and loss and so because these logits are near zero for the most part
470960	476240	the loss that comes out is is okay but suppose this is like times 10 now
478960	484320	you see how because these are more extreme values it's very unlikely that you're going to be guessing
484320	490400	the correct bucket and then you're confidently wrong and recording very high loss if your logits
490400	496800	are coming up even more extreme you might get extremely insane losses like infinity even at
496800	497600	initialization
498400	498880	um
500960	507760	this is not good and we want the logits to be roughly zero um when the network is initialized
507760	511120	in fact the logits can don't have to be just zero they just have to be equal
511120	516560	so for example if all the logits are one then because of the normalization inside the softmax
516560	521120	this will actually come out okay but by symmetry we don't want it to be any arbitrary positive or
521120	526240	negative number we just want it to be all zeros and record the loss that we expect at initialization
526240	530720	so let's now concretely see where things go wrong in our example here we have the initialization
531360	536160	let me reinitialize the neural net and here let me break after the very first iteration so we
536160	542560	only see the initial loss which is 27. so that's way too high and intuitively now we can expect
542560	547440	the variables involved and we see that the logits here if we just print some of these
549360	552960	if we just print the first row we see that the logits take on quite extreme values
553680	560960	and that's what's creating the fake confidence in incorrect answers and makes the loss um get the
560960	566400	very very high so these logits should be much much closer to zero so now let's think through
566400	572800	how we can achieve logits coming out of this neural net to be more closer to zero you see
572800	578560	here that logits are calculated as the hidden states multiplied by w2 plus b2 so first of all
578560	586480	currently we're initializing b2 as random values of the right size but because we want roughly zero
586480	590720	we don't actually want to be adding a bias of random numbers so in fact i'm going to add it times
590960	598960	zero here to make sure that b2 is just basically zero at initialization and second this is h
598960	604720	multiplied by w2 so if we want logits to be very very small then we would be multiplying w2 and
604720	612720	making that smaller so for example if we scale down w2 by 0.1 all the elements then if i do
612720	617200	again just the very first iteration you see that we are getting much closer to what we expect
617200	620720	so the rough roughly what we want is about 3.29 this is
620960	628000	0.2 i can make this maybe even smaller 3.32 okay so we're getting closer and closer
628560	631920	now you're probably wondering can we just set this to zero
633040	639280	then we get of course exactly what we're looking for at initialization and the reason i don't
639280	644560	usually do this is because i'm i'm very nervous and i'll show you in a second why you don't want
644560	650480	to be setting w's or weights of a neural net exactly to zero you usually want it to be small
650960	657360	instead of exactly zero for this output layer in this specific case i think it would be fine but
657360	661200	i'll show you in a second where things go wrong very quickly if you do that so let's just go with
661200	668320	0.01 in that case our loss is close enough but has some entropy it's not exactly zero
668320	672560	it's got some little entropy and that's used for symmetry breaking as we'll see in a second
673520	680400	logits are now coming out much closer to zero and everything is well and good so if i just erase these
681040	687680	and i now take away the break statement we can run the optimization with this new initialization
688240	695040	and let's just see what losses we record okay so i'll let it run and you see that we started off
695040	701280	good and then we came down a bit the plot of the loss uh now doesn't have this hockey shape
701280	707360	appearance um because basically what's happening in the hockey stick the very first few iterations
707360	710960	of the loss what's happening during the optimization is the optimization of the loss is
710960	715920	just squashing down the logits and then it's rearranging the logits so basically we took
715920	720960	away this easy part of the loss function where just the the weights were just being shrunk down
721760	725600	and so therefore we don't we don't get these easy gains in the beginning
725600	728720	and we're just getting some of the hard games of training the actual neural net
728720	734000	and so there's no hockey stick appearance so good things are happening in that both number
734000	740000	one loss initialization is what we expect and the the loss doesn't look like a hockey stick
740960	746880	is true for any neural net you might train and something to look out for and second the loss
746880	751760	that came out is actually quite a bit improved unfortunately i erased what we had here before
751760	759920	i believe this was 2.12 and this was this was 2.16 so we get a slightly improved result
759920	765520	and the reason for that is because we're spending more cycles more time optimizing the neural net
765520	770720	actually instead of just uh spending the first several thousand iterations probably just
770960	776000	squashing down the weights because they are so way too high in the beginning in the initialization
776720	781600	so something to look out for and uh that's number one now let's look at the second problem
781600	785200	let me re-initialize our neural net and let me reintroduce the break statement
786000	790240	so we have a reasonable initial loss so even though everything is looking good on the level
790240	794800	of the loss and we get something that we expect there's still a deeper problem lurking inside
794800	800720	this neural net and its initialization so the logits are now okay the problem now is
