start	end	text
720	4640	Hi everyone. Today we are continuing our implementation of MakeMore.
5200	9840	Now in the last lecture we implemented the bigram language model and we implemented it both using
9840	15760	counts and also using a super simple neural network that had a single linear layer. Now
16320	21680	this is the Jupyter notebook that we built out last lecture and we saw that the way we approached
21680	26320	this is that we looked at only the single previous character and we predicted the distribution for
26320	31600	the character that would go next in the sequence and we did that by taking counts and normalizing
31600	38400	them into probabilities so that each row here sums to one. Now this is all well and good if
38400	44160	you only have one character of previous context and this works and it's approachable. The problem
44160	49520	with this model of course is that the predictions from this model are not very good because you only
49520	54720	take one character of context so the model didn't produce very name-like sounding things.
56080	56320	Now
56800	61200	the problem with this approach though is that if we are to take more context into account
61200	66080	when predicting the next character in a sequence things quickly blow up and this table the size
66080	70480	of this table grows and in fact it grows exponentially with the length of the context
71200	75280	because if we only take a single character at a time that's 27 possibilities of context
75920	80640	but if we take two characters in the past and try to predict the third one suddenly the number
80640	86080	of rows in this matrix you can look at it that way is 27 times 27 so there's 720
86560	91760	possibilities for what could have come in the context. If we take three characters as the
91760	99840	context suddenly we have 20 000 possibilities of context and so that's just way too many rows
99840	105920	of this matrix it's way too few counts for each possibility and the whole thing just kind of
105920	111360	explodes and doesn't work very well. So that's why today we're going to move on to this bullet
111360	116000	point here and we're going to implement a multi-layer perceptron model to predict the next
116720	121200	character in a sequence and this modeling approach that we're going to adopt follows this
121200	127600	paper Benjou et al. 2003. So I have the paper pulled up here now this isn't the very first
127600	132160	paper that proposed the use of multi-layer perceptrons or neural networks to predict the
132160	137120	next character or token in a sequence but it's definitely one that is was very influential
137120	142000	around that time it is very often cited to stand in for this idea and I think it's a very nice
142000	146000	write-up and so this is the paper that we're going to first look at and then implement.
146720	151760	Now this paper has 19 pages so we don't have time to go into the full detail of this paper but I
151760	155280	invite you to read it it's very readable interesting and has a lot of interesting
155280	160480	ideas in it as well in the introduction they describe the exact same problem I just described
160480	166640	and then to address it they propose the following model now keep in mind that we are building a
166640	171040	character level language model so we're working on the level of characters in this paper they
171040	176000	have a vocabulary of seventeen thousand possible words and they instead build a word level and
176000	180000	language model but we're going to still stick with the characters but we'll take the same modeling
180000	185920	approach now what they do is basically they propose to take every one of these words seventeen
185920	191920	thousand words and they're going to associate to each word a say thirty dimensional feature vector
192880	198720	so every word is now embedded into a thirty dimensional space you can think of it that way
199360	205440	so we have seventeen thousand points or vectors in a thirty dimensional space and that's you might
205440	211040	imagine that's very crowded that's a lot of points for a very small space now in the beginning these
211040	215520	words are initialized completely randomly so they're spread out at random but then we're
215520	220800	going to tune these embeddings of these words using that propagation so during the course of
220800	225120	training of this neural network these points or vectors are going to basically move around in this
225120	230320	space and you might imagine that for example words that have very similar meanings or there are
230320	235280	indeed synonyms of each other might end up in a very similar part of the space and conversely words
235440	241040	in very different things would go somewhere else in the space now their modeling approach otherwise
241040	246080	is identical to ours they are using a multi-layer neural network to predict the next word given the
246080	250720	previous words and to train the neural network they are maximizing the log likelihood of the
250720	256320	training data just like we did so the modeling approach itself is identical now here they have
256320	262000	a concrete example of this intuition why does it work basically suppose that for example you are
262000	264800	trying to predict a dog was running in a blank
265600	270960	now suppose that the exact phrase a dog was running in a has never occurred in the training
