start	end	text
240	6400	hi everyone hope you're well and next up what i'd like to do is i'd like to build out make more like
6400	12960	micrograd before it make more is a repository that i have on my github webpage you can look at it but
12960	17680	just like with micrograd i'm going to build it out step by step and i'm going to spell everything out
17680	23520	so we're going to build it out slowly and together now what is make more make more as the name
23520	31040	suggests makes more of things that you give it so here's an example names.txt is an example data set
31040	38400	to make more and when you look at names.txt you'll find that it's a very large data set of names so
40160	44880	here's lots of different types of names in fact i believe there are 32 000 names that i've sort
44880	50720	of found randomly on the government website and if you train make more on this data set
50720	53360	it will learn to make more of things like
53520	60640	this and in particular in this case that will mean more things that sound name-like but are
60640	65200	actually unique names and maybe if you have a baby and you're trying to assign a name maybe
65200	70080	you're looking for a cool new sounding unique name make more might help you so here are some
70080	77200	example generations from the neural network once we train it on our data set so here's some example
77760	82240	unique names that it will generate don't tell i wrote
83520	89200	zendy and so on and so all these sort of sound name-like but they're not of course names
90640	94720	so under the hood make more is a character level language model
94720	100320	so what that means is that it is treating every single line here as an example and within each
100320	108880	example it's treating them all as sequences of individual characters so r e e s e is this example
108880	113200	and that's the sequence of characters and that's the level on which we are building out make more
113840	117520	and what it means to be a character level language model then is that it's just
118160	121920	sort of modeling those sequences of characters and it knows how to predict the next character
121920	127120	in the sequence now we're actually going to implement a large number of character level
127120	131200	language models in terms of the neural networks that are involved in predicting the next character
131200	137120	in a sequence so very simple bigram and bag of root models multilevel perceptrons recurring
137120	143200	neural networks all the way to modern transformers in fact the transformer that we will build will be
144480	150000	basically the equivalent transformer to gpt2 if you have heard of gpt so that's kind of a big
150000	154800	deal it's a modern network and by the end of this series you will actually understand how that works
155440	161440	on the level of characters now to give you a sense of the extensions here after characters
161440	165200	we will probably spend some time on the word level so that we can generate documents of
165200	170880	words not just little you know segments of characters but we can generate entire large much
170880	172000	larger documents
172000	178720	go into images and image text networks such as DALI stable diffusion and so on but for now we
178720	184560	have to start here character level language modeling let's go so like before we are starting
184560	189280	with a completely blank Jupyter notebook page the first thing is i would like to basically load up
189280	196880	the data set names.txt so we're going to open up names.txt for reading and we're going to read in
196880	202640	everything into a massive string and then because it's a massive string we only like the individual
202640	209280	words and put them in the list so let's call split lines on that string to get all of our words as a
209280	217040	python list of strings so basically we can look at for example the first 10 words and we have that
217040	225600	it's a list of emma olivia ava and so on and if we look at the top of the page here that is indeed
225600	226160	what we see
227040	233920	um so that's good this list actually makes me feel that this is probably sorted by frequency
235600	241040	but okay so these are the words now we'd like to actually like learn a little bit more about this
241040	246880	data set let's look at the total number of words we expect this to be roughly 32 000 and then what
246880	255440	is the for example shortest word so min of length of each word for w in words so the shortest word
255440	256400	will be length
257040	264000	two and max of one w for w in words so the longest word will be 15 characters
264560	269040	so let's now think through our very first language model as i mentioned a character level language
269040	274640	model is predicting the next character in a sequence given already some concrete sequence
274640	279440	of characters before it now what we have to realize here is that every single word here
279440	286560	like isabella is actually quite a few examples packed in to that single word because what is an
286880	292000	instance of a word like isabella in the data set telling us really it's saying that the character
292000	300800	i is a very likely character to come first in the sequence of a name the character s is likely to
300800	309600	come after i the character a is likely to come after is the character b is very likely to come
309600	316160	after isa and so on all the way to a following as a bell and then there's one more example actually
316160	316800	packed in here
317280	325040	and that is that after there's isabella the word is very likely to end so that's one more sort of
325040	330720	explicit piece of information that we have here that we have to be careful with and so there's
330720	335040	a lot packed into a single individual word in terms of the statistical structure of what's
335040	339600	likely to follow in these character sequences and then of course we don't have just an individual
339600	343840	word we actually have 32 000 of these and so there's a lot of structure here to model
344800	346560	now in the beginning what i'd like to start with
346880	349920	is I'd like to start with building a bigram language model.
351060	352660	Now, in a bigram language model,
352860	356000	we're always working with just two characters at a time.
356560	360020	So we're only looking at one character that we are given,
360420	362960	and we're trying to predict the next character in the sequence.
363840	367000	So what characters are likely to follow R,
367360	369700	what characters are likely to follow A, and so on.
369740	372300	And we're just modeling that kind of a little local structure.
372860	376520	And we're forgetting the fact that we may have a lot more information
376520	379840	if we're always just looking at the previous character to predict the next one.
380120	381980	So it's a very simple and weak language model,
382200	383480	but I think it's a great place to start.
384040	387040	So now let's begin by looking at these bigrams in our data set
387040	387880	and what they look like.
387980	390340	And these bigrams, again, are just two characters in a row.
390960	395500	So for W in words, each W here is an individual word, a string.
396100	403060	We want to iterate this word with consecutive characters.
403700	406300	So two characters at a time, sliding it through the word.
406520	410880	Now, an interesting, nice way, cute way to do this in Python, by the way,
411080	412520	is doing something like this.
412900	418140	For character1, character2, in, zip, off, W, and W at 1.
419860	420560	One column.
421720	423960	Print, character1, character2.
424620	425740	And let's not do all the words.
425840	427180	Let's just do the first three words.
427380	429380	And I'm going to show you in a second how this works.
429980	433960	But for now, basically, as an example, let's just do the very first word alone, MR.
433960	440220	You see how we have a M up, and this will just print EM, MM, MA.
440740	444980	And the reason this works is because W is the string M up,
445440	447720	W at 1 column is the string MMA,
448500	453080	and zip takes two iterators, and it pairs them up
453080	456760	and then creates an iterator over the tuples of their consecutive entries.
457400	460120	And if any one of these lists is shorter than the other,
460120	462860	then it will just halt and return.
462860	469340	So basically, that's why we return EM, MM, MM, MA.
470000	473680	But then, because this iterator's second one here runs out of elements,
474160	477200	zip just ends, and that's why we only get these tuples.
477780	478440	So pretty cute.
479520	482600	So these are the consecutive elements in the first word.
483080	485600	Now, we have to be careful because we actually have more information here
485600	487760	than just these three examples.
487760	492120	As I mentioned, we know that E is very likely to come first,
492860	495080	but that A, in this case, is coming last.
496000	498080	So one way to do this is, basically,
498080	502640	we're going to create a special array here, all characters,
503320	507240	and we're going to hallucinate a special start token here.
508760	511980	I'm going to call it like, special start.
512780	517440	This is a list of one element plus W,
518060	520520	and then plus a special end character.
520520	525300	And the reason I'm wrapping the list of w here is because w is a string, Emma.
525780	529780	List of w will just have the individual characters in the list.
530560	536840	And then doing this again now, but not iterating over w's, but over the characters,
537540	539240	will give us something like this.
540180	544440	So e is likely, so this is a bigram of the start character and e,
544640	548340	and this is a bigram of the a and the special end character.
548340	553160	And now we can look at, for example, what this looks like for Olivia or Ava.
554420	557780	And indeed, we can actually potentially do this for the entire dataset,
558140	559160	but we won't print that.
559220	560020	That's going to be too much.
560800	564120	But these are the individual character bigrams, and we can print them.
565000	569440	Now, in order to learn the statistics about which characters are likely to follow other characters,
569740	573800	the simplest way in the bigram language models is to simply do it by counting.
574220	578320	So we're basically just going to count how often any one of these combinations
578440	581240	occurs in the training set in these words.
581700	585320	So we're going to need some kind of a dictionary that's going to maintain some counts
585320	586940	for every one of these bigrams.
586940	591940	So let's use a dictionary b, and this will map these bigrams.
592860	595060	So bigram is a tuple of character1, character2.
595820	603700	And then b at bigram will be b.get of bigram, which is basically the same as b at bigram.
604520	608280	But in the case that bigram is not in the dictionary b,
608320	612360	we would like to, by default, return a 0, plus 1.
612920	617560	So this will basically add up all the bigrams and count how often they occur.
618140	619220	Let's get rid of printing.
620000	625960	Or rather, let's keep the printing, and let's just inspect what b is in this case.
626900	629940	And we see that many bigrams occur just a single time.
630220	632300	This one allegedly occurred three times.
633160	637300	So a was an ending character three times, and that's true for all of these words.
637300	640660	All of Emma, Olivia, and Ava end with a.
641760	644060	So that's why this occurred three times.
646340	648540	Now let's do it for all the words.
651040	653200	Oops, I should not have printed.
654820	656080	I meant to erase that.
656740	657800	Let's kill this.
658720	659960	Let's just run.
660640	663120	And now b will have the statistics of the entire dataset.
663860	667120	So these are the counts across all the words of the individual bigrams.
667300	671940	And we could, for example, look at some of the most common ones and least common ones.
673240	676960	This kind of grows in Python, but the way to do this, the simplest way I like,
677220	678880	is we just use b.items.
679540	685020	b.items returns the tuples of key value.
685320	690020	And in this case, the keys are the character bigrams, and the values are the counts.
690660	696820	And so then what we want to do is we want to do sorted of this.
698240	705280	But by default, sort is on the first item of a tuple.
705580	709840	But we want to sort by the values, which are the second element of a tuple, that is the key value.
710460	716500	So we want to use the key equals lambda that takes the key value
716500	723620	and returns the key value at 1, not at 0, but at 1, which is the count.
723620	725960	So we want to sort by the count.
727300	728500	Well, these elements.
730200	731960	And actually, we want it to go backwards.
732800	737600	So here what we have is the bigram QNR occurs only a single time.
738600	740180	DZ occurred only a single time.
740620	745900	And when we sort this the other way around, we're going to see the most likely bigrams.
746240	751420	So we see that N was very often an ending character, many, many times.
751420	756380	And apparently, N almost always follows an A, and that's a very likely combination as well.
757300	762680	So this is kind of the individual counts that we achieve over the entirely.
762840	769040	Now it's actually going to be significantly more convenient for us to keep this information in one
769060	770180	two-dimensional array
772720	779340	So we're going to sort this information in two D array and the rose are going to be the
779340	784000	first character of the Bank and the columns are going to be the second character,
784000	786600	and each entry in this two-dimensional array will tell us.
786600	787260	Um,
787260	793420	us how often that first character follows the second character in the data set. So in particular
793420	799540	the array representation that we're going to use or the library is that of PyTorch and PyTorch is
799540	805900	a deep learning neural network framework but part of it is also this torch.tensor which allows us
805900	811940	to create multi-dimensional arrays and manipulate them very efficiently. So let's import PyTorch
811940	819720	which you can do by import torch and then we can create arrays. So let's create an array of zeros
819720	830060	and we give it a size of this array. Let's create a 3x5 array as an example and this is a 3x5 array
830060	837000	of zeros and by default you'll notice a.d type which is short for data type is float 32. So these
837000	841440	are single precision floating point numbers. Because we are going to represent counts
841440	841920	we're going to use a single precision floating point number. So we're going to use a single
841920	848660	precision floating point number. Let's actually use d type as torch.in32. So these are 32-bit
848660	856300	integers. So now you see that we have integer data inside this tensor. Now tensors allow us to really
856300	862100	manipulate all the individual entries and do it very efficiently. So for example if we want to
862100	869240	change this bit we have to index into the tensor and in particular here this is the first row
869380	871900	and the because it's
871920	880880	zero indexed. So this is row index one and column index zero one two three. So a at one comma three
880880	888780	we can set that to one and then a will have a one over there. We can of course also do things like
888780	896480	this. So now a will be two over there or three and also we can for example say a zero zero is five
896960	901900	and then a will have a five over here. So that's how we can index into.
901920	906840	the arrays. Now of course the array that we are interested in is much much bigger. So for our
906840	915200	purposes we have 26 letters of the alphabet and then we have two special characters s and e. So we
915200	922080	want 26 plus 2 or 28 by 28 array and let's call it the capital N because it's going to represent
922080	929880	sort of the counts. Let me erase this stuff. So that's the array that starts at zeros 28 by 28 and
929880	931880	now let's copy paste that into the array. So that's the array that starts at zeros 28 by 28 and now let's copy paste the
931880	941280	this here. But instead of having a dictionary b which we're going to erase we now have an n. Now
941280	946240	the problem here is that we have these characters which are strings but we have to now basically
946240	952680	index into a array and we have to index using integers. So we need some kind of a lookup table
952680	958780	from characters to integers. So let's construct such a character array and the way we're going
