start	end	text
0	4400	Hi everyone. Today we are continuing our implementation of MakeMore, our favorite
4400	9000	character-level language model. Now, you'll notice that the background behind me is different. That's
9000	14380	because I am in Kyoto, and it is awesome. So I'm in a hotel room here. Now, over the last few
14380	19620	lectures, we've built up to this architecture that is a multi-layer perceptron character-level
19620	23700	language model. So we see that it receives three previous characters and tries to predict the
23700	28360	fourth character in a sequence using a very simple multi-layer perceptron using one hidden
28360	33460	layer of neurons with tenational neuralities. So what we'd like to do now in this lecture is I'd
33460	37400	like to complexify this architecture. In particular, we would like to take more characters
37400	42660	in a sequence as an input, not just three. And in addition to that, we don't just want to feed
42660	47020	them all into a single hidden layer because that squashes too much information too quickly.
47680	52760	Instead, we would like to make a deeper model that progressively fuses this information to make
52760	57960	its guess about the next character in a sequence. And so we'll see that as we make this architecture
57960	58340	more complex, we'll be able to make a more complex model that progressively fuses this
58340	61440	information to make it more complex. We're actually going to arrive at something that looks
61440	66520	very much like a WaveNet. So WaveNet is this paper published by DeepMind in 2016.
67480	73500	And it is also a language model, basically, but it tries to predict audio sequences instead of
73500	79280	character-level sequences or word-level sequences. But fundamentally, the modeling setup is
79280	84280	identical. It is an autoregressive model, and it tries to predict the next character in a sequence.
84280	87940	And the architecture actually takes this interesting hierarchical
87940	93920	sort of approach to predicting the next character in a sequence with this tree-like structure.
94760	98720	And this is the architecture, and we're going to implement it in the course of this video.
99040	104260	So let's get started. So the starter code for part five is very similar to where we ended up in
104260	109180	in part three. Recall that part four was the manual dot propagation exercise. That is kind
109180	114120	of an aside. So we are coming back to part three, copy-pasting chunks out of it. And that is our
114120	116920	starter code for part five. I've changed very few things otherwise.
117940	122400	However, both should look familiar to if you've gone through part three. So in particular, very
122400	128880	briefly, we are doing imports. We are reading our data set of words. And we are processing the
128880	134040	dataset of words into individual examples. And none of this data generation code has changed.
134040	140060	And basically we have lots and lots of examples. In particular, we have 182,000 examples
140060	146200	of three characters try to predict the fourth one. And we've broken up every one of these words into
146200	147060	little problems.
147060	150660	given three characters predict the fourth one so this is our data set and this is what we're
150660	157220	trying to get the neural net to do now in part three we started to develop our code around these
157220	163220	layer modules that are for example a class linear and we're doing this because we want to think of
163220	168980	these modules as building blocks and like a lego building block bricks that we can sort of like
168980	174260	stack up into neural networks and we can feed data between these layers and stack them up into
174260	181700	sort of graphs now we also developed these layers to have apis and signatures very similar to those
181700	186740	that are found in pytorch so we have torch.nn and it's got all these layer building blocks that you
186740	191940	would use in practice and we were developing all these to mimic the apis of these so for example
191940	197780	we have linear so there will also be a torch.nn.linear and its signature will be very
197780	202580	similar to our signature and the functionality will be also quite identical as far as i'm aware
202580	203620	so we have the linear layer
204260	210740	with the batchnorm1d layer and the 10h layer that we developed previously and linear just does a
210740	216500	matrix multiply in the forward pass of this module batchnorm of course is this crazy layer that we
216500	221300	developed in the previous lecture and what's crazy about it is well there's many things
222020	227220	number one it has these running mean and variances that are trained outside of back propagation they
227220	233540	are trained using exponential moving average inside this layer when we call the forward pass
234420	239460	uh in addition to that there's this training flag because the behavior of bastion is different
239460	243380	during train time and evaluation time and so suddenly we have to be very careful that
243380	247860	bastion is in its correct state that it's in the evaluation state or training state so that's
247860	252740	something to now keep track of something that sometimes introduces bugs because you forget to
252740	258020	put it into the right mode and finally we saw that bastion couples the statistics or the the
258020	264020	activations across the examples in the batch so normally we thought of the batch as just an efficiency thing
264820	270900	but now we are coupling the computation across batch elements and it's done for the purposes of
270900	276340	controlling the activation statistics as we saw in the previous video so it's a very weird layer
276340	281300	at least a lot of bugs um partly for example because you have to modulate the training and
281300	288740	eval phase and so on um in addition for example you have to wait for uh the mean and the variance
288740	293780	to settle and to actually reach a steady state and so um you have to make sure that you
294260	301540	if you write the problem invalid you can more simply to you know drag and drop um
302260	322900	to get whatever range you want uh and i want to show you the behavior of bastion
324260	325940	And then we have a list of layers.
325940	329840	And it's a linear, feeds to BatchNorm, feeds to 10H,
329840	331780	and then a linear output layer.
331780	333200	And its weights are scaled down,
333200	336720	so we are not confidently wrong at initialization.
336720	339260	We see that this is about 12,000 parameters.
339260	342860	We're telling PyTorch that the parameters require gradients.
342860	345700	The optimization is, as far as I'm aware, identical,
345700	347940	and should look very, very familiar.
347940	348980	Nothing changed here.
350000	352580	Loss function looks very crazy.
352580	354020	We should probably fix this.
354020	357280	And that's because 32 batch elements are too few.
357280	359880	And so you can get very lucky or unlucky
359880	361200	in any one of these batches,
361200	364240	and it creates a very thick loss function.
364240	366440	So we're gonna fix that soon.
366440	369240	Now, once we want to evaluate the trained neural network,
369240	371400	we need to remember, because of the BatchNorm layers,
371400	374360	to set all the layers to be training equals false.
374360	377240	This only matters for the BatchNorm layer so far.
377240	378860	And then we evaluate.
380340	383740	We see that currently we have validation loss of 2.10,
383740	387200	which is fairly good, but there's still a ways to go.
387200	390500	But even at 2.10, we see that when we sample from the model,
390500	393380	we actually get relatively name-like results
393380	395100	that do not exist in a training set.
395100	400100	So for example, Yvonne, Kilo, Pros, Alaya, et cetera.
401600	406200	So certainly not reasonable, not unreasonable, I would say,
406200	407320	but not amazing.
407320	409760	And we can still push this validation loss even lower
409760	412860	and get much better samples that are even more name-like.
413740	416640	So let's improve this model now.
416640	418200	Okay, first, let's fix this graph,
418200	419700	because it is daggers in my eyes,
419700	422000	and I just can't take it anymore.
422000	426900	So lossI, if you recall, is a Python list of floats.
426900	430020	So for example, the first 10 elements look like this.
431060	432340	Now, what we'd like to do, basically,
432340	435180	is we need to average up some of these values
435180	439780	to get a more sort of representative value along the way.
439780	441860	So one way to do this is the following.
441860	443040	In PyTorch, if I create, for example, this,
443040	443680	I'm gonna do this.
443680	447480	If I create, for example, a tensor of the first 10 numbers,
447480	449920	then this is currently a one-dimensional array.
449920	452840	But recall that I can view this array as two-dimensional.
452840	455800	So for example, I can view it as a two-by-five array,
455800	459140	and this is a 2D tensor now, two-by-five.
459140	461460	And you see what PyTorch has done is that the first row
461460	463800	of this tensor is the first five elements,
463800	466840	and the second row is the second five elements.
466840	470180	I can also view it as a five-by-two as an example.
470180	473680	And then recall that I can also use negative one
473680	475920	in place of one of these numbers.
475920	478640	And PyTorch will calculate what that number must be
478640	481080	in order to make the number of elements work out.
481080	484720	So this can be this, or like that.
484720	485520	Both will work.
485520	486720	Of course, this would not work.
489220	492680	OK, so this allows it to spread out some of the consecutive values
492680	493720	into rows.
493720	495720	So that's very helpful, because what we can do now
495720	499600	is, first of all, we're going to create a Torch.tensor out
499600	502480	of the list of floats.
502480	503520	And then we're going to view it.
503520	506520	As whatever it is, but we're going
506520	510640	to stretch it out into rows of 1,000 consecutive elements.
510640	514560	So the shape of this now becomes 200 by 1,000.
514560	519520	And each row is 1,000 consecutive elements in this list.
519520	521020	So that's very helpful, because now we
521020	524040	can do a mean along the rows.
524040	527240	And the shape of this will just be 200.
527240	529840	And so we've taken basically the mean on every row.
529840	533060	So plt.plot of that should be something nicer.
533060	535180	Much better.
535180	537740	So we see that we've basically made a lot of progress.
537740	540900	And then here, this is the learning rate decay.
540900	543180	So here we see that the learning rate decay subtracted
543180	544900	a ton of energy out of the system,
544900	547820	and allowed us to settle into the local minimum
547820	549500	in this optimization.
549500	551420	So this is a much nicer plot.
551420	554680	Let me come up and delete the monster.
554680	556700	And we're going to be using this going forward.
556700	558240	Now, next up, what I'm bothered by
558240	561180	is that you see our forward pass is a little bit gnarly, and takes a lot of time.
561180	561940	So we're going to go ahead and do that.
561940	562060	And we're going to go ahead and do that.
562060	563060	And we're going to go ahead and do that.
563060	564740	And we're going to explain too many lines of code.
564740	567380	So in particular, we see that we've organized some of the layers
567380	571900	inside the layers list, but not all of them for no reason.
571900	574780	So in particular, we see that we still have the embedding table special
574780	577020	cased outside of the layers.
577020	579780	And in addition to that, the viewing operation here
579780	581680	is also outside of our layers.
581680	583640	Let's create layers for these, and then we
583640	586600	can add those layers to just our list.
586600	589540	So in particular, the two things that we need is here,
589540	592580	we have this embedding table, and we are indexing
592580	598700	at the integers inside the batch xb, inside the tensor xb.
598700	602580	So that's an embedding table lookup just done with indexing.
602580	604700	And then here, we see that we have this view operation,
604700	606620	which if you recall from the previous video,
606620	611000	simply rearranges the character embeddings
611000	613080	and stretches them out into a row.
613080	616420	And effectively, what that does is the concatenation operation,
616420	619100	basically, except it's free because viewing
619100	621180	is very cheap in PyTorch.
621180	623420	And no memory is being copied.
623420	626040	We're just re-representing how we view that tensor.
626040	630780	So let's create modules for both of these operations,
630780	634060	the embedding operation and the flattening operation.
634060	638860	So I actually wrote the code just to save some time.
638860	641860	So we have a module embedding and a module flatten.
641860	644880	And both of them simply do the indexing operation
644880	649620	in a forward pass and the flattening operation here.
649620	651060	And this.
651180	656880	C now will just become a self.weight inside an embedding module.
656880	659760	And I'm calling these layers specifically embedding and flatten
659760	663080	because it turns out that both of them actually exist in PyTorch.
663080	665820	So in PyTorch, we have n and dot embedding.
665820	667260	And it also takes the number of embeddings
667260	670960	and the dimensionality of the embedding, just like we have here.
670960	673340	But in addition, PyTorch takes in a lot of other keyword arguments
673340	678080	that we are not using for our purposes yet.
678080	680720	And for flatten, that also exists in PyTorch.
680720	683840	But it also takes additional keyword arguments that we are not using.
683840	686860	So we have a very simple flatten.
686860	687860	But both of them exist in PyTorch.
687860	690180	They're just a bit more simpler.
690180	698500	And now that we have these, we can simply take out some of these special cased things.
698500	705820	So instead of C, we're just going to have an embedding and vocab size and n embed.
705820	709120	And then after the embedding, we are going to flatten.
709120	710620	So let's construct those modules.
710720	713300	And now I can take out this C.
713300	715600	And here, I don't have to special case it anymore.
715600	719180	Because now, C is the embedding's weight.
719180	722060	And it's inside layers.
722060	724340	So this should just work.
724340	727960	And then here, our forward pass simplifies substantially.
727960	733460	Because we don't need to do these now outside of these layers, outside and explicitly.
733460	735360	They're now inside layers.
735360	737320	So we can delete those.
737320	740600	But now to kick things off, we want this little x,
740600	743100	which in the beginning is just xb,
743100	747920	the tensor of integers specifying the identities of these characters at the input.
747920	751100	And so these characters can now directly feed into the first layer.
751100	752740	And this should just work.
752740	755480	So let me come here and insert a break.
755480	757980	Because I just want to make sure that the first iteration of this runs,
757980	759840	and that there's no mistake.
759840	761720	So that ran properly.
761720	764840	And basically, we've substantially simplified the forward pass here.
764840	766740	Okay, I'm sorry, I changed my microphone.
766740	769720	So hopefully, the audio is a little bit better.
769720	770480	Now, one last thing.
770480	774100	One more thing that I would like to do in order to PyTorchify our code even further,
774100	778440	is that right now we are maintaining all of our modules in a naked list of layers.
778440	784180	And we can also simplify this, because we can introduce the concept of PyTorch containers.
784180	787480	So in torch.nn, which we are basically rebuilding from scratch here,
787480	789340	there's a concept of containers.
789340	794860	And these containers are basically a way of organizing layers into lists or dicts and
794860	795860	so on.
795860	800480	So in particular, there's a sequential, which maintains a list of layers, and there's a
800480	802760	module class in PyTorch.
802760	806940	And it basically just passes a given input through all the layers sequentially, exactly
806940	808980	as we are doing here.
808980	811200	So let's write our own sequential.
811200	812840	I've written a code here.
812840	816000	And basically, the code for sequential is quite straightforward.
816000	819140	We pass in a list of layers, which we keep here.
819140	823180	And then given any input in a forward pass, we just call all the layers sequentially and
823180	824180	return the result.
824180	828400	And in terms of the parameters, it's just all the parameters of the child modules.
828400	829600	So we can run this.
829600	830100	Okay.
830480	834520	And again, simplify this substantially, because we don't maintain this naked list of layers.
834520	841000	We now have a notion of a model, which is a module, and in particular, is a sequential
841000	845040	of all these layers.
845040	849700	And now parameters are simply just model.parameters.
849700	854100	And so that list comprehension now lives here.
854100	858100	And then here we are doing all the things we used to do.
858100	859600	Now here, the code again simplifies substantially.
859600	865320	Because we don't have to do this forwarding here, instead we just call the model on the
865320	866320	input data.
866320	869600	And the input data here are the integers inside xb.
869600	873900	So we can simply do logits, which are the outputs of our model, are simply the model
873900	877040	called on xb.
877040	881520	And then the cross entropy here takes the logits and the targets.
881520	884120	So this simplifies substantially.
884120	885840	And then this looks good.
885840	887440	So let's just make sure this runs.
887440	888440	That looks good.
888440	889440	Okay.
889440	893760	Now here, we actually have some work to do still here, but I'm going to come back later.
893760	895160	For now, there's no more layers.
895160	897040	There's a model that layers.
897040	900900	But it's naughty to access attributes of these classes directly.
900900	903320	So we'll come back and fix this later.
903320	907620	And then here, of course, this simplifies substantially as well, because logits are
907620	910840	the model called on x.
910840	914260	And then these logits come here.
914260	918120	So we can evaluate the train and validation loss, which currently is terrible, because
918120	919280	we just initialized it in neural net.
919280	921800	And then we can also sample from the model.
921800	927100	And this simplifies dramatically as well, because we just want to call the model onto
927100	930520	the context and outcome logits.
930520	934600	And then these logits go into softmax and get the probabilities, et cetera.
934600	938400	So we can sample from this model.
938400	939400	What did I screw up?
939400	940400	Okay.
940400	947160	So I fixed the issue and we now get the result that we expect, which is gibberish, because
947160	948440	the model is not trained.
948440	949160	Okay.
949160	950800	So we initialize it from scratch.
950800	955080	The problem was that when I fixed this cell to be modeled out layers instead of just layers,
955080	957420	I did not actually run the cell.
957420	960460	And so our neural net was in a training mode.
960460	964000	And what caused the issue here is the batch norm layer, as batch norm layer often likes
964000	967280	to do, because batch norm was in the training mode.
967280	971520	And here we are passing in an input, which is a batch of just a single example made up
971520	973220	of the context.
973220	976840	And so if you are trying to pass in a single example into a batch norm that is in the training
976840	977840	mode.
977840	978960	You're going to end up estimating the variance.
978960	984600	Using the input and the variance of a single number is not a number because it is a measure
984600	985900	of a spread.
985900	990780	So for example, the variance of just a single number five, you can see is not a number.
990780	992980	And so that's what happened.
992980	995020	And batch norm basically caused an issue.
995020	998160	And then that polluted all of the further processing.
998160	1001360	So all that we had to do was make sure that this runs.
1001360	1006660	And we basically made the issue of, again, we didn't actually see the issue with the
1006660	1007660	loss.
1007660	1008660	We could have evaluated the loss.
1008960	1013460	We got the wrong result because batch norm was in the training mode.
1013460	1014460	And so we still get a result.
1014460	1019540	It's just the wrong result because it's using the sample statistics of the batch.
1019540	1023180	Whereas we want to use the running mean and running variance inside the batch norm.
1023180	1029620	And so again, an example of introducing a bug in line because we did not properly maintain
1029620	1031400	the state of what is training or not.
1031400	1032400	Okay.
1032400	1033480	So I rerun everything.
1033480	1034520	And here's where we are.
1034520	1037800	As a reminder, we have the training loss of 2.05 and validation of 2.10.
1037800	1038800	Now, let's go back.
1038800	1042700	Now, because these losses are very similar to each other, we have a sense that we are
1042700	1045240	not overfitting too much on this task.
1045240	1048880	And we can make additional progress in our performance by scaling up the size of the
1048880	1051980	neural network and making everything bigger and deeper.
1051980	1056600	Now, currently, we are using this architecture here, where we are taking in some number of
1056600	1060040	characters, going into a single hidden layer, and then going to the prediction of the next
1060040	1061420	character.
1061420	1066400	The problem here is we don't have a naive way of making this bigger in a productive
1066400	1067400	way.
1067400	1068600	We could, of course, use our neural network.
1068600	1072780	We could use our layers, sort of building blocks and materials to introduce additional
1072780	1075280	layers here and make the network deeper.
1075280	1079420	But it is still the case that we are crushing all of the characters into a single layer
1079420	1081260	all the way at the beginning.
1081260	1084980	And even if we make this a bigger layer and add neurons, it's still kind of like silly
1084980	1090040	to squash all that information so fast in a single step.
1090040	1093580	So what we'd like to do instead is we'd like our network to look a lot more like this in
1093580	1094960	the WaveNet case.
1094960	1098220	So you see in the WaveNet, when we are trying to make the prediction for the next character
1098220	1104940	in a sequence, it is a function of the previous characters that feed in, but not all of these
1104940	1110000	different characters are not just crushed to a single layer and then you have a sandwich.
1110000	1112280	They are crushed slowly.
1112280	1117800	So in particular, we take two characters and we fuse them into sort of like a bigram representation.
1117800	1120480	And we do that for all these characters consecutively.
1120480	1127000	And then we take the bigrams and we fuse those into four character level chunks.
1127000	1128100	And then we fuse that again.
1128220	1132060	And so we do that in this tree-like hierarchical manner.
1132060	1137220	So we fuse the information from the previous context slowly into the network as it gets
1137220	1138220	deeper.
1138220	1141000	And so this is the kind of architecture that we want to implement.
1141000	1146740	Now in the WaveNet's case, this is a visualization of a stack of dilated causal convolution layers.
1146740	1150180	And this makes it sound very scary, but actually the idea is very simple.
1150180	1154340	And the fact that it's a dilated causal convolution layer is really just an implementation detail
1154340	1155660	to make everything fast.
1155660	1157220	We're going to see that later.
1157220	1158220	But for now, let's just keep going.
1158220	1161780	We're going to keep the basic idea of it, which is this progressive fusion.
1161780	1166220	So we want to make the network deeper, and at each level, we want to fuse only two consecutive
1166220	1167260	elements.
1167260	1171820	Two characters, then two bigrams, then two fourgrams, and so on.
1171820	1172820	So let's implement this.
1172820	1176100	Okay, so first up, let me scroll to where we built the dataset, and let's change the
1176100	1178520	block size from three to eight.
1178520	1183360	So we're going to be taking eight characters of context to predict the ninth character.
1183360	1185260	So the dataset now looks like this.
1185260	1188220	We have a lot more context feeding in to predict any next character.
1188220	1189220	So we're going to have a sequence.
1189220	1193660	And these eight characters are going to be processed in this tree-like structure.
1193660	1197660	Now if we scroll here, everything here should just be able to work.
1197660	1199960	So we should be able to redefine the network.
1199960	1204460	You see that the number of parameters has increased by 10,000, and that's because the
1204460	1205720	block size has grown.
1205720	1208140	So this first linear layer is much, much bigger.
1208140	1212740	Our linear layer now takes eight characters into this middle layer.
1212740	1214500	So there's a lot more parameters there.
1214500	1216260	But this should just run.
1216260	1218140	Let me just break right after this.
1218140	1219140	This is the very first iteration.
1219140	1221500	So you see that this runs just fine.
1221500	1223580	It's just that this network doesn't make too much sense.
1223580	1227140	We're crushing way too much information way too fast.
1227140	1232120	So let's now come in and see how we could try to implement the hierarchical scheme.
1232120	1235800	Now before we dive into the detail of the re-implementation here, I was just curious
1235800	1239640	to actually run it and see where we are in terms of the baseline performance of just
1239640	1242500	lazily scaling up the context length.
1242500	1243500	So I let it run.
1243500	1245000	We get a nice loss curve.
1245000	1248040	And then evaluating the loss, we actually see quite a bit of improvement.
1248140	1251040	This is from increasing the context length.
1251040	1253240	So I started a little bit of a performance log here.
1253240	1259180	And previously where we were is we were getting a performance of 2.10 on the validation loss.
1259180	1265080	And now simply scaling up the context length from 3 to 8 gives us a performance of 2.02.
1265080	1267060	So quite a bit of an improvement here.
1267060	1270900	And also when you sample from the model, you see that the names are definitely improving
1270900	1273260	qualitatively as well.
1273260	1278140	So we could, of course, spend a lot of time here tuning things and making it even bigger
